Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Philippine Airlines,2024-11-23,General Santos (GES),Kalibo (KLO),GES-CEB-KLO,22:30,03:45,5h 15m,1,Red-eye flight,8200
Cebu Pacific,2024-11-23,Davao (DVO),Manila (MNL),DVO-MNL,23:30,01:45,2h 15m,0,No info,6700
AirAsia Philippines,2024-11-23,Manila (MNL),Puerto Princesa (PPS),MNL-PPS,14:45,16:15,1h 30m,0,No info,5700
Philippine Airlines,2024-11-24,Manila (MNL),Cebu (CEB),MNL-CEB,13:30,15:00,1h 30m,0,No info,5800
Cebu Pacific,2024-11-24,Legazpi (LGP),Davao (DVO),LGP-MNL-DVO,21:30,02:45,5h 15m,1,Red-eye flight,7900
AirAsia Philippines,2024-11-24,Cebu (CEB),Puerto Princesa (PPS),CEB-PPS,13:15,14:45,1h 30m,0,No info,5000
Philippine Airlines,2024-11-25,Davao (DVO),Cebu (CEB),DVO-CEB,19:15,20:30,1h 15m,0,In-flight meal,5100
Cebu Pacific,2024-11-25,Cagayan de Oro (CGY),Iloilo (ILO),CGY-CEB-ILO,16:30,20:05,3h 35m,1,Layover in CEB,6600
AirAsia Philippines,2024-11-25,Manila (MNL),Davao (DVO),MNL-DVO,17:30,19:45,2h 15m,0,No info,6600
Philippine Airlines,2024-11-26,Manila (MNL),Legazpi (LGP),MNL-LGP,11:45,12:45,1h 00m,0,No info,4900
Cebu Pacific,2024-11-26,Bacolod (BCD),General Santos (GES),BCD-CEB-GES,14:15,19:05,4h 50m,1,Layover in CEB,7300
AirAsia Philippines,2024-11-26,Manila (MNL),Cagayan de Oro (CGY),MNL-CGY,15:15,16:45,1h 30m,0,No info,5600
Philippine Airlines,2024-11-27,Manila (MNL),Cebu (CEB),MNL-CEB,22:30,00:00,1h 30m,0,In-flight meal,5900
Cebu Pacific,2024-11-27,Manila (MNL),Tacloban (TAC),MNL-TAC,12:45,14:05,1h 20m,0,No info,5300
AirAsia Philippines,2024-11-27,Zamboanga (ZAM),Caticlan (MPH),ZAM-MNL-MPH,16:30,22:45,6h 15m,1,Layover in MNL,8400
Philippine Airlines,2024-11-28,Davao (DVO),Manila (MNL),DVO-MNL,22:15,00:30,2h 15m,0,No info,6800
Cebu Pacific,2024-11-28,Manila (MNL),Bacolod (BCD),MNL-BCD,19:15,20:30,1h 15m,0,No info,5400
AirAsia Philippines,2024-11-28,Cebu (CEB),Iloilo (ILO),CEB-ILO,21:00,21:45,0h 45m,0,No info,3600
Philippine Airlines,2024-11-29,Puerto Princesa (PPS),Tacloban (TAC),PPS-CEB-TAC,12:00,16:15,4h 15m,1,Layover in CEB,7100
Cebu Pacific,2024-11-29,Manila (MNL),Kalibo (KLO),MNL-KLO,10:30,11:45,1h 15m,0,No info,5600
AirAsia Philippines,2024-11-29,Manila (MNL),Davao (DVO),MNL-DVO,08:00,10:15,2h 15m,0,No info,6500
Philippine Airlines,2024-11-30,Manila (MNL),Cebu (CEB),MNL-CEB,15:45,17:15,1h 30m,0,Bonifacio Day,5900
Cebu Pacific,2024-11-30,Manila (MNL),General Santos (GES),MNL-GES,14:00,15:50,1h 50m,0,Bonifacio Day,6100
AirAsia Philippines,2024-11-30,Manila (MNL),Tacloban (TAC),MNL-TAC,18:15,19:35,1h 20m,0,Bonifacio Day,5200Cebu Pacific,2024-09-01,Davao (DVO),Cagayan de Oro (CGY),DVO-CGY,06:00,06:45,0h 45m,0,No info,3900
AirAsia Philippines,2024-09-01,Manila (MNL),Iloilo (ILO),MNL-ILO,16:10,17:25,1h 15m,0,No info,3100
AirAsia Philippines,2024-09-01,Zamboanga (ZAM),Iloilo (ILO),ZAM-CEB-ILO,19:50,23:05,3h 15m,1,No info,2700
AirAsia Philippines,2024-09-01,Cebu (CEB),Manila (MNL),CEB-MNL,09:30,11:00,1h 30m,0,No info,3050
AirAsia Philippines,2024-09-01,Manila (MNL),Caticlan (MPH),MNL-MPH,11:05,12:15,1h 10m,0,No info,3150
Cebu Pacific,2024-09-01,Zamboanga (ZAM),Iloilo (ILO),ZAM-CEB-ILO,16:30,19:45,3h 15m,1,No info,3600
AirAsia Philippines,2024-09-01,Manila (MNL),Davao (DVO),MNL-DVO,20:05,22:20,2h 15m,0,No info,2550
Cebu Pacific,2024-09-01,Manila (MNL),Zamboanga (ZAM),MNL-ZAM,11:25,13:10,1h 45m,0,No info,4150
Philippine Airlines,2024-09-02,Cebu (CEB),Manila (MNL),CEB-MNL,17:40,19:10,1h 30m,0,No info,4900
Cebu Pacific,2024-09-02,Manila (MNL),Kalibo (KLO),MNL-KLO,17:15,18:30,1h 15m,0,No info,3150
Philippine Airlines,2024-09-02,Manila (MNL),Legazpi (LGP),MNL-LGP,21:40,22:40,1h 00m,0,No info,5500
AirAsia Philippines,2024-09-02,Manila (MNL),Caticlan (MPH),MNL-MPH,13:05,14:15,1h 10m,0,No info,2350
Cebu Pacific,2024-09-02,Manila (MNL),Kalibo (KLO),MNL-KLO,16:30,17:45,1h 15m,0,No info,3750
Cebu Pacific,2024-09-03,Manila (MNL),Davao (DVO),MNL-DVO,22:25,00:40,2h 15m,0,No info,3300
Philippine Airlines,2024-09-03,Manila (MNL),Davao (DVO),MNL-DVO,18:10,20:25,2h 15m,0,No info,5550
Philippine Airlines,2024-09-03,Manila (MNL),Tacloban (TAC),MNL-TAC,19:25,20:45,1h 20m,0,No info,5750
AirAsia Philippines,2024-09-03,Cebu (CEB),Manila (MNL),CEB-MNL,10:05,11:35,1h 30m,0,No info,2600
AirAsia Philippines,2024-09-03,Manila (MNL),Kalibo (KLO),MNL-KLO,05:25,06:40,1h 15m,0,No info,2300
Philippine Airlines,2024-09-03,Legazpi (LGP),Davao (DVO),LGP-MNL-DVO,21:50,02:05,4h 15m,1,No info,4900
Philippine Airlines,2024-09-03,Zamboanga (ZAM),Iloilo (ILO),ZAM-CEB-ILO,12:25,15:40,3h 15m,1,No info,5200
Cebu Pacific,2024-09-03,Legazpi (LGP),Davao (DVO),LGP-MNL-DVO,19:20,23:35,4h 15m,1,No info,3400
Philippine Airlines,2024-09-04,Manila (MNL),Davao (DVO),MNL-DVO,09:10,11:25,2h 15m,0,No info,5150
Philippine Airlines,2024-09-04,Davao (DVO),Cagayan de Oro (CGY),DVO-CGY,12:35,13:20,0h 45m,0,No info,5050
Cebu Pacific,2024-09-04,Zamboanga (ZAM),Iloilo (ILO),ZAM-CEB-ILO,06:15,09:30,3h 15m,1,No info,3550
Cebu Pacific,2024-09-04,Manila (MNL),Cebu (CEB),MNL-CEB,17:30,19:00,1h 30m,0,No info,3300
Philippine Airlines,2024-09-04,Manila (MNL),Bacolod (BCD),MNL-BCD,17:15,18:30,1h 15m,0,No info,5800
Philippine Airlines,2024-09-04,Manila (MNL),Bacolod (BCD),MNL-BCD,05:35,06:50,1h 15m,0,No info,5600
Cebu Pacific,2024-09-04,Manila (MNL),Davao (DVO),MNL-DVO,20:35,22:50,2h 15m,0,No info,3700
AirAsia Philippines,2024-09-04,Legazpi (LGP),Davao (DVO),LGP-MNL-DVO,22:55,03:10,4h 15m,1,No info,2750
AirAsia Philippines,2024-09-05,Manila (MNL),Tacloban (TAC),MNL-TAC,12:10,13:30,1h 20m,0,No info,2500
AirAsia Philippines,2024-09-05,Manila (MNL),Iloilo (ILO),MNL-ILO,10:25,11:40,1h 15m,0,No info,2600
Cebu Pacific,2024-09-05,Cebu (CEB),Puerto Princesa (PPS),CEB-PPS,09:15,10:45,1h 30m,0,No info,3650
Philippine Airlines,2024-09-05,Manila (MNL),Zamboanga (ZAM),MNL-ZAM,09:55,11:40,1h 45m,0,No info,5800
Cebu Pacific,2024-09-05,Manila (MNL),Bacolod (BCD),MNL-BCD,05:30,06:45,1h 15m,0,No info,3700
Philippine Airlines,2024-09-05,Davao (DVO),Manila (MNL),DVO-MNL,16:30,18:45,2h 15m,0,No info,5700
AirAsia Philippines,2024-09-05,Manila (MNL),Iloilo (ILO),MNL-ILO,16:40,17:55,1h 15m,0,No info,2250
Philippine Airlines,2024-09-05,Davao (DVO),Cagayan de Oro (CGY),DVO-CGY,08:35,09:20,0h 45m,0,No info,5200
Philippine Airlines,2024-09-05,Manila (MNL),Zamboanga (ZAM),MNL-ZAM,08:35,10:20,1h 45m,0,No info,5150
AirAsia Philippines,2024-09-05,Cebu (CEB),Manila (MNL),CEB-MNL,20:35,22:05,1h 30m,0,No info,2450
Philippine Airlines,2024-09-06,Manila (MNL),Caticlan (MPH),MNL-MPH,05:15,06:25,1h 10m,0,No info,5550
Philippine Airlines,2024-09-06,Davao (DVO),Cagayan de Oro (CGY),DVO-CGY,05:35,06:20,0h 45m,0,No info,5650
AirAsia Philippines,2024-09-06,Manila (MNL),Legazpi (LGP),MNL-LGP,18:20,19:20,1h 00m,0,No info,2650
Philippine Airlines,2024-09-06,Manila (MNL),Cebu (CEB),MNL-CEB,11:25,12:55,1h 30m,0,No info,5050
AirAsia Philippines,2024-09-06,Davao (DVO),Cagayan de Oro (CGY),DVO-CGY,05:05,05:50,0h 45m,0,No info,2550
AirAsia Philippines,2024-09-06,Manila (MNL),Zamboanga (ZAM),MNL-ZAM,14:30,16:15,1h 45m,0,No info,2450
Cebu Pacific,2024-09-06,Manila (MNL),Legazpi (LGP),MNL-LGP,14:00,15:00,1h 00m,0,No info,3150
Cebu Pacific,2024-09-06,Davao (DVO),Cagayan de Oro (CGY),DVO-CGY,10:30,11:15,0h 45m,0,No info,3550
Philippine Airlines,2024-09-06,Manila (MNL),Tacloban (TAC),MNL-TAC,05:15,06:35,1h 20m,0,No info,5400
Philippine Airlines,2024-09-07,Zamboanga (ZAM),Iloilo (ILO),ZAM-CEB-ILO,11:35,14:50,3h 15m,1,No info,5900
Cebu Pacific,2024-09-07,Manila (MNL),Tacloban (TAC),MNL-TAC,20:50,22:10,1h 20m,0,No info,3850
AirAsia Philippines,2024-09-07,Davao (DVO),Cagayan de Oro (CGY),DVO-CGY,11:35,12:20,0h 45m,0,No info,2650
AirAsia Philippines,2024-09-07,Legazpi (LGP),Davao (DVO),LGP-MNL-DVO,16:35,20:50,4h 15m,1,No info,2550
Cebu Pacific,2024-09-07,Zamboanga (ZAM),Iloilo (ILO),ZAM-CEB-ILO,11:05,14:20,3h 15m,1,No info,3950
Cebu Pacific,2024-09-08,Zamboanga (ZAM),Iloilo (ILO),ZAM-CEB-ILO,08:25,11:40,3h 15m,1,No info,4250
Philippine Airlines,2024-09-08,Manila (MNL),Zamboanga (ZAM),MNL-ZAM,18:20,20:05,1h 45m,0,No info,6350
Philippine Airlines,2024-09-08,Manila (MNL),Caticlan (MPH),MNL-MPH,07:45,08:55,1h 10m,0,No info,6050
AirAsia Philippines,2024-09-08,Manila (MNL),Bacolod (BCD),MNL-BCD,12:30,13:45,1h 15m,0,No info,3250
Philippine Airlines,2024-09-08,Manila (MNL),Davao (DVO),MNL-DVO,10:55,13:10,2h 15m,0,No info,5550
Cebu Pacific,2024-09-08,Manila (MNL),Davao (DVO),MNL-DVO,14:55,17:10,2h 15m,0,No info,4000
Philippine Airlines,2024-09-09,Manila (MNL),Davao (DVO),MNL-DVO,06:55,09:10,2h 15m,0,No info,4900
Philippine Airlines,2024-09-09,Davao (DVO),Cagayan de Oro (CGY),DVO-CGY,12:25,13:10,0h 45m,0,No info,5800
Cebu Pacific,2024-09-09,Manila (MNL),Davao (DVO),MNL-DVO,06:45,09:00,2h 15m,0,No info,3350
Philippine Airlines,2024-09-09,Cebu (CEB),Puerto Princesa (PPS),CEB-PPS,14:20,15:50,1h 30m,0,No info,5350
Philippine Airlines,2024-09-09,Cebu (CEB),Puerto Princesa (PPS),CEB-PPS,16:50,18:20,1h 30m,0,No info,5850
Philippine Airlines,2024-09-09,Zamboanga (ZAM),Iloilo (ILO),ZAM-CEB-ILO,13:25,16:40,3h 15m,1,No info,4850
Philippine Airlines,2024-09-09,Manila (MNL),Davao (DVO),MNL-DVO,10:00,12:15,2h 15m,0,No info,5250
AirAsia Philippines,2024-09-09,Manila (MNL),Legazpi (LGP),MNL-LGP,12:25,13:25,1h 00m,0,No info,2400
AirAsia Philippines,2024-09-10,Manila (MNL),Cebu (CEB),MNL-CEB,20:55,22:25,1h 30m,0,No info,2700
Cebu Pacific,2024-09-10,Manila (MNL),Caticlan (MPH),MNL-MPH,20:05,21:15,1h 10m,0,No info,3250
Philippine Airlines,2024-09-10,Manila (MNL),Caticlan (MPH),MNL-MPH,12:30,13:40,1h 10m,0,No info,5450
AirAsia Philippines,2024-09-10,Davao (DVO),Manila (MNL),DVO-MNL,19:25,21:40,2h 15m,0,No info,2550
Cebu Pacific,2024-09-10,Manila (MNL),Zamboanga (ZAM),MNL-ZAM,14:45,16:30,1h 45m,0,No info,3500
Philippine Airlines,2024-09-10,Manila (MNL),Zamboanga (ZAM),MNL-ZAM,21:05,22:50,1h 45m,0,No info,5900
AirAsia Philippines,2024-09-10,Manila (MNL),Caticlan (MPH),MNL-MPH,22:10,23:20,1h 10m,0,No info,2700
AirAsia Philippines,2024-09-10,Manila (MNL),Kalibo (KLO),MNL-KLO,10:10,11:25,1h 15m,0,No info,2350
Cebu Pacific,2024-09-10,Manila (MNL),Davao (DVO),MNL-DVO,14:50,17:05,2h 15m,0,No info,3150
Philippine Airlines,2024-09-10,Zamboanga (ZAM),Iloilo (ILO),ZAM-CEB-ILO,09:50,13:05,3h 15m,1,No info,4850
Philippine Airlines,2024-09-11,Manila (MNL),Kalibo (KLO),MNL-KLO,16:10,17:25,1h 15m,0,No info,5050
Philippine Airlines,2024-09-11,Cebu (CEB),Manila (MNL),CEB-MNL,08:35,10:05,1h 30m,0,No info,5650
Cebu Pacific,2024-09-11,Manila (MNL),Bacolod (BCD),MNL-BCD,16:50,18:05,1h 15m,0,No info,3600
Cebu Pacific,2024-09-11,Davao (DVO),Cagayan de Oro (CGY),DVO-CGY,12:25,13:10,0h 45m,0,No info,3300
Cebu Pacific,2024-09-11,Legazpi (LGP),Davao (DVO),LGP-MNL-DVO,19:45,00:00,4h 15m,1,No info,3400
Cebu Pacific,2024-09-12,Davao (DVO),Cagayan de Oro (CGY),DVO-CGY,11:20,12:05,0h 45m,0,No info,3450
Cebu Pacific,2024-09-12,Cebu (CEB),Puerto Princesa (PPS),CEB-PPS,12:10,13:40,1h 30m,0,No info,3150
Cebu Pacific,2024-09-12,Manila (MNL),Bacolod (BCD),MNL-BCD,18:00,19:15,1h 15m,0,No info,3400
Philippine Airlines,2024-09-12,Manila (MNL),Legazpi (LGP),MNL-LGP,05:25,06:25,1h 00m,0,No info,5450
AirAsia Philippines,2024-09-12,Manila (MNL),Tacloban (TAC),MNL-TAC,17:30,18:50,1h 20m,0,No info,2350
Philippine Airlines,2024-09-12,Davao (DVO),Cagayan de Oro (CGY),DVO-CGY,10:10,10:55,0h 45m,0,No info,5450
Philippine Airlines,2024-09-12,Legazpi (LGP),Davao (DVO),LGP-MNL-DVO,07:35,11:50,4h 15m,1,No info,5250
Philippine Airlines,2024-09-12,Cebu (CEB),Manila (MNL),CEB-MNL,09:05,10:35,1h 30m,0,No info,5600
AirAsia Philippines,2024-09-13,Zamboanga (ZAM),Iloilo (ILO),ZAM-CEB-ILO,12:05,15:20,3h 15m,1,No info,2600
Philippine Airlines,2024-09-13,Davao (DVO),Cagayan de Oro (CGY),DVO-CGY,19:15,20:00,0h 45m,0,No info,5600
Cebu Pacific,2024-09-13,Davao (DVO),Manila (MNL),DVO-MNL,21:25,23:40,2h 15m,0,No info,3600
AirAsia Philippines,2024-09-13,Manila (MNL),Legazpi (LGP),MNL-LGP,20:10,21:10,1h 00m,0,No info,2500
AirAsia Philippines,2024-09-13,Cebu (CEB),Puerto Princesa (PPS),CEB-PPS,15:10,16:40,1h 30m,0,No info,2750
Cebu Pacific,2024-09-13,Manila (MNL),Bacolod (BCD),MNL-BCD,11:15,12:30,1h 15m,0,No info,3650
Cebu Pacific,2024-09-13,Davao (DVO),Manila (MNL),DVO-MNL,14:25,16:40,2h 15m,0,No info,3750
Cebu Pacific,2024-09-13,Manila (MNL),Caticlan (MPH),MNL-MPH,15:05,16:15,1h 10m,0,No info,3150
AirAsia Philippines,2024-09-13,Manila (MNL),Bacolod (BCD),MNL-BCD,05:25,06:40,1h 15m,0,No info,2300
Philippine Airlines,2024-09-13,Manila (MNL),Davao (DVO),MNL-DVO,09:25,11:40,2h 15m,0,No info,5600
AirAsia Philippines,2024-09-14,Manila (MNL),Legazpi (LGP),MNL-LGP,13:25,14:25,1h 00m,0,No info,2800
Cebu Pacific,2024-09-14,Manila (MNL),Legazpi (LGP),MNL-LGP,09:05,10:05,1h 00m,0,No info,4400
AirAsia Philippines,2024-09-14,Manila (MNL),Tacloban (TAC),MNL-TAC,15:45,17:05,1h 20m,0,No info,2900
Philippine Airlines,2024-09-14,Zamboanga (ZAM),Iloilo (ILO),ZAM-CEB-ILO,05:05,08:20,3h 15m,1,No info,5900
Philippine Airlines,2024-09-14,Davao (DVO),Cagayan de Oro (CGY),DVO-CGY,16:25,17:10,0h 45m,0,No info,6850
AirAsia Philippines,2024-09-14,Manila (MNL),Legazpi (LGP),MNL-LGP,13:40,14:40,1h 00m,0,No info,2950
AirAsia Philippines,2024-09-14,Manila (MNL),Iloilo (ILO),MNL-ILO,12:45,14:00,1h 15m,0,No info,2800
AirAsia Philippines,2024-09-15,Manila (MNL),Cebu (CEB),MNL-CEB,19:25,20:55,1h 30m,0,No info,3400
Cebu Pacific,2024-09-15,Davao (DVO),Manila (MNL),DVO-MNL,14:55,17:10,2h 15m,0,No info,4450
AirAsia Philippines,2024-09-15,Zamboanga (ZAM),Iloilo (ILO),ZAM-CEB-ILO,17:45,21:00,3h 15m,1,No info,2750
Philippine Airlines,2024-09-15,Manila (MNL),Tacloban (TAC),MNL-TAC,07:15,08:35,1h 20m,0,No info,6000
Philippine Airlines,2024-09-15,Manila (MNL),Kalibo (KLO),MNL-KLO,21:15,22:30,1h 15m,0,No info,5900
Cebu Pacific,2024-09-16,Manila (MNL),Davao (DVO),MNL-DVO,16:55,19:10,2h 15m,0,No info,3600
Philippine Airlines,2024-09-16,Zamboanga (ZAM),Iloilo (ILO),ZAM-CEB-ILO,17:20,20:35,3h 15m,1,No info,5800
AirAsia Philippines,2024-09-16,Cebu (CEB),Manila (MNL),CEB-MNL,14:10,15:40,1h 30m,0,No info,2700
AirAsia Philippines,2024-09-16,Manila (MNL),Cebu (CEB),MNL-CEB,13:50,15:20,1h 30m,0,No info,2600
AirAsia Philippines,2024-09-16,Manila (MNL),Cebu (CEB),MNL-CEB,19:40,21:10,1h 30m,0,No info,2500
Cebu Pacific,2024-09-16,Manila (MNL),Davao (DVO),MNL-DVO,22:55,01:10,2h 15m,0,No info,3700
AirAsia Philippines,2024-09-16,Manila (MNL),Cebu (CEB),MNL-CEB,05:45,07:15,1h 30m,0,No info,2550
Cebu Pacific,2024-09-16,Manila (MNL),Cebu (CEB),MNL-CEB,10:50,12:20,1h 30m,0,No info,3200
Cebu Pacific,2024-09-16,Manila (MNL),Iloilo (ILO),MNL-ILO,08:20,09:35,1h 15m,0,No info,3800
Philippine Airlines,2024-09-16,Legazpi (LGP),Davao (DVO),LGP-MNL-DVO,14:00,18:15,4h 15m,1,No info,5400
AirAsia Philippines,2024-09-17,Davao (DVO),Manila (MNL),DVO-MNL,22:00,00:15,2h 15m,0,No info,2700
AirAsia Philippines,2024-09-17,Manila (MNL),Kalibo (KLO),MNL-KLO,05:40,06:55,1h 15m,0,No info,2400
Philippine Airlines,2024-09-17,Manila (MNL),Cebu (CEB),MNL-CEB,18:55,20:25,1h 30m,0,No info,5050
AirAsia Philippines,2024-09-17,Zamboanga (ZAM),Iloilo (ILO),ZAM-CEB-ILO,15:45,19:00,3h 15m,1,No info,2600
AirAsia Philippines,2024-09-17,Manila (MNL),Cebu (CEB),MNL-CEB,07:05,08:35,1h 30m,0,No info,2650
Cebu Pacific,2024-09-18,Cebu (CEB),Puerto Princesa (PPS),CEB-PPS,07:40,09:10,1h 30m,0,No info,3300
Cebu Pacific,2024-09-18,Manila (MNL),Kalibo (KLO),MNL-KLO,10:00,11:15,1h 15m,0,No info,3300
AirAsia Philippines,2024-09-18,Manila (MNL),Kalibo (KLO),MNL-KLO,20:00,21:15,1h 15m,0,No info,2550
AirAsia Philippines,2024-09-18,Manila (MNL),Legazpi (LGP),MNL-LGP,08:30,09:30,1h 00m,0,No info,2700
AirAsia Philippines,2024-09-18,Zamboanga (ZAM),Iloilo (ILO),ZAM-CEB-ILO,21:30,00:45,3h 15m,1,No info,2700
AirAsia Philippines,2024-09-18,Manila (MNL),Davao (DVO),MNL-DVO,14:35,16:50,2h 15m,0,No info,2350
AirAsia Philippines,2024-09-19,Cebu (CEB),Puerto Princesa (PPS),CEB-PPS,20:45,22:15,1h 30m,0,No info,2400
Cebu Pacific,2024-09-19,Cebu (CEB),Manila (MNL),CEB-MNL,09:30,11:00,1h 30m,0,No info,3550
Cebu Pacific,2024-09-19,Manila (MNL),Legazpi (LGP),MNL-LGP,11:25,12:25,1h 00m,0,No info,3400
Cebu Pacific,2024-09-19,Manila (MNL),Caticlan (MPH),MNL-MPH,08:35,09:45,1h 10m,0,No info,3500
Cebu Pacific,2024-09-19,Manila (MNL),Caticlan (MPH),MNL-MPH,18:30,19:40,1h 10m,0,No info,3650
AirAsia Philippines,2024-09-20,Cebu (CEB),Manila (MNL),CEB-MNL,15:35,17:05,1h 30m,0,No info,2700
Cebu Pacific,2024-09-20,Manila (MNL),Cebu (CEB),MNL-CEB,18:10,19:40,1h 30m,0,No info,3650
Philippine Airlines,2024-09-20,Manila (MNL),Cebu (CEB),MNL-CEB,06:20,07:50,1h 30m,0,No info,5400
Cebu Pacific,2024-09-20,Legazpi (LGP),Davao (DVO),LGP-MNL-DVO,21:15,01:30,4h 15m,1,No info,3250
AirAsia Philippines,2024-09-20,Davao (DVO),Manila (MNL),DVO-MNL,10:25,12:40,2h 15m,0,No info,2500
Cebu Pacific,2024-09-20,Manila (MNL),Tacloban (TAC),MNL-TAC,10:30,11:50,1h 20m,0,No info,3600
Cebu Pacific,2024-09-20,Manila (MNL),Zamboanga (ZAM),MNL-ZAM,11:00,12:45,1h 45m,0,No info,3150
Cebu Pacific,2024-09-20,Manila (MNL),Caticlan (MPH),MNL-MPH,12:10,13:20,1h 10m,0,No info,3500
AirAsia Philippines,2024-09-21,Manila (MNL),Legazpi (LGP),MNL-LGP,10:10,11:10,1h 00m,0,No info,2900
AirAsia Philippines,2024-09-21,Manila (MNL),Caticlan (MPH),MNL-MPH,12:30,13:40,1h 10m,0,No info,2950
Philippine Airlines,2024-09-21,Davao (DVO),Cagayan de Oro (CGY),DVO-CGY,13:45,14:30,0h 45m,0,No info,5600
AirAsia Philippines,2024-09-21,Manila (MNL),Zamboanga (ZAM),MNL-ZAM,19:00,20:45,1h 45m,0,No info,2650
Cebu Pacific,2024-09-21,Manila (MNL),Legazpi (LGP),MNL-LGP,10:40,11:40,1h 00m,0,No info,4150
AirAsia Philippines,2024-09-21,Cebu (CEB),Manila (MNL),CEB-MNL,09:35,11:05,1h 30m,0,No info,2750
Philippine Airlines,2024-09-22,Manila (MNL),Cebu (CEB),MNL-CEB,06:35,08:05,1h 30m,0,No info,6350
Philippine Airlines,2024-09-22,Manila (MNL),Bacolod (BCD),MNL-BCD,10:35,11:50,1h 15m,0,No info,6050
AirAsia Philippines,2024-09-22,Cebu (CEB),Manila (MNL),CEB-MNL,14:05,15:35,1h 30m,0,No info,2750
AirAsia Philippines,2024-09-22,Manila (MNL),Zamboanga (ZAM),MNL-ZAM,06:30,08:15,1h 45m,0,No info,3350
AirAsia Philippines,2024-09-22,Legazpi (LGP),Davao (DVO),LGP-MNL-DVO,13:15,17:30,4h 15m,1,No info,3050
AirAsia Philippines,2024-09-22,Manila (MNL),Zamboanga (ZAM),MNL-ZAM,19:00,20:45,1h 45m,0,No info,2700
Philippine Airlines,2024-09-23,Cebu (CEB),Manila (MNL),CEB-MNL,17:55,19:25,1h 30m,0,No info,5400
Philippine Airlines,2024-09-23,Cebu (CEB),Manila (MNL),CEB-MNL,16:20,17:50,1h 30m,0,No info,5800
AirAsia Philippines,2024-09-23,Manila (MNL),Iloilo (ILO),MNL-ILO,21:30,22:45,1h 15m,0,No info,2300
Cebu Pacific,2024-09-23,Cebu (CEB),Puerto Princesa (PPS),CEB-PPS,05:35,07:05,1h 30m,0,No info,3550
Philippine Airlines,2024-09-23,Davao (DVO),Cagayan de Oro (CGY),DVO-CGY,10:05,10:50,0h 45m,0,No info,5900
Cebu Pacific,2024-09-23,Zamboanga (ZAM),Iloilo (ILO),ZAM-CEB-ILO,16:30,19:45,3h 15m,1,No info,3400
AirAsia Philippines,2024-09-23,Manila (MNL),Cebu (CEB),MNL-CEB,10:10,11:40,1h 30m,0,No info,2600
Cebu Pacific,2024-09-23,Manila (MNL),Davao (DVO),MNL-DVO,07:35,09:50,2h 15m,0,No info,3700
Cebu Pacific,2024-09-23,Cebu (CEB),Puerto Princesa (PPS),CEB-PPS,12:30,14:00,1h 30m,0,No info,3150
AirAsia Philippines,2024-09-23,Zamboanga (ZAM),Iloilo (ILO),ZAM-CEB-ILO,05:30,08:45,3h 15m,1,No info,2650
Cebu Pacific,2024-09-24,Legazpi (LGP),Davao (DVO),LGP-MNL-DVO,16:30,20:45,4h 15m,1,No info,3550
AirAsia Philippines,2024-09-24,Zamboanga (ZAM),Iloilo (ILO),ZAM-CEB-ILO,22:15,01:30,3h 15m,1,No info,2600
Cebu Pacific,2024-09-24,Manila (MNL),Kalibo (KLO),MNL-KLO,18:40,19:55,1h 15m,0,No info,3550
Philippine Airlines,2024-09-24,Manila (MNL),Davao (DVO),MNL-DVO,10:25,12:40,2h 15m,0,No info,5050
AirAsia Philippines,2024-09-24,Legazpi (LGP),Davao (DVO),LGP-MNL-DVO,13:50,18:05,4h 15m,1,No info,2500
Philippine Airlines,2024-09-24,Manila (MNL),Cebu (CEB),MNL-CEB,05:35,07:05,1h 30m,0,No info,5500
Cebu Pacific,2024-09-24,Cebu (CEB),Puerto Princesa (PPS),CEB-PPS,16:45,18:15,1h 30m,0,No info,3300
Philippine Airlines,2024-09-24,Manila (MNL),Cebu (CEB),MNL-CEB,22:10,23:40,1h 30m,0,No info,5050
Cebu Pacific,2024-09-24,Manila (MNL),Kalibo (KLO),MNL-KLO,08:55,10:10,1h 15m,0,No info,3400
AirAsia Philippines,2024-09-24,Manila (MNL),Zamboanga (ZAM),MNL-ZAM,16:50,18:35,1h 45m,0,No info,2700
AirAsia Philippines,2024-09-25,Manila (MNL),Caticlan (MPH),MNL-MPH,17:55,19:05,1h 10m,0,No info,2500
Philippine Airlines,2024-09-25,Zamboanga (ZAM),Iloilo (ILO),ZAM-CEB-ILO,14:10,17:25,3h 15m,1,No info,5850
Cebu Pacific,2024-09-25,Davao (DVO),Cagayan de Oro (CGY),DVO-CGY,12:05,12:50,0h 45m,0,No info,3400
Cebu Pacific,2024-09-25,Legazpi (LGP),Davao (DVO),LGP-MNL-DVO,10:15,14:30,4h 15m,1,No info,3800
Cebu Pacific,2024-09-25,Cebu (CEB),Puerto Princesa (PPS),CEB-PPS,13:35,15:05,1h 30m,0,No info,3800
Philippine Airlines,2024-09-26,Manila (MNL),Tacloban (TAC),MNL-TAC,16:00,17:20,1h 20m,0,No info,5300
Cebu Pacific,2024-09-26,Manila (MNL),Tacloban (TAC),MNL-TAC,12:00,13:20,1h 20m,0,No info,3700
Cebu Pacific,2024-09-26,Manila (MNL),Zamboanga (ZAM),MNL-ZAM,07:45,09:30,1h 45m,0,No info,3300
